Word	Annotation	Sense	Part of Speech	Level
finden, findet, fand, hat gefunden	finden, findet, fand, hat gefunden		verb	A1
Finger	der Finger, -		der	B1
Firma	die Firma, -en		die	A1
Fisch	der Fisch, -e		der	A1
Fischer	der Fischer, -		der	B1
fit	fit		adj	B2+
fix	fix		adj	B2+
fixieren, fixiert, fixierte, hat fixiert	fixieren, fixiert, fixierte, hat fixiert		verb	B2+
flach	flach		adj	B1
Fläche	die Fläche, -n		die	B1
Flamme	die Flamme, -n		die	B2+
Flasche	die Flasche, -n		die	A1
Fleck	der Fleck, -e		der	B1
Fleisch	das Fleisch		das	A1
flexibel	flexibel		adj	B1
Fliege	die Fliege, -n		die	B2+
fliegen, fliegt, flog, ist geflogen	fliegen, fliegt, flog, ist geflogen		verb	A1
fliehen, flieht, floh, ist geflohen	fliehen, flieht, floh, ist geflohen		verb	B1
fließen, fließt, floss, ist geflossen	fließen, fließt, floss, ist geflossen		verb	B1
fließend	fließend		adj	B1
Flucht	die Flucht, -en		die	B1
flüchten, flüchtet, flüchtete, ist geflüchtet	flüchten, flüchtet, flüchtete, ist geflüchtet		verb	B2+
flüchtig	flüchtig		adj	B2+
Flüchtling	der Flüchtling, -e		der	A2
Flüchtlingskrise	die Flüchtlingskrise, -n		die	B2+
Flüchtlingspolitik	die Flüchtlingspolitik		die	B2+
Flug	der Flug, -̈e		der	A2
Flügel	der Flügel, -		der	B2+
Fluggesellschaft	die Fluggesellschaft, -en		die	B2+
Flughafen	der Flughafen, -̈		der	A1
Flugzeug	das Flugzeug, -e		das	A1
Flur	der Flur, -e		der	B1
Fluss	der Fluss, -̈e		der	A2
flüssig	flüssig		adj	B2+
Flüssigkeit	die Flüssigkeit, -en		die	B1
flüstern, flüstert, flüsterte, hat geflüstert	flüstern, flüstert, flüsterte, hat geflüstert		verb	B1
Fokus	der Fokus, -se		der	B2+
Folge	die Folge, -n		die	B1
folgen, folgt, folgte, ist gefolgt	folgen, folgt, folgte, ist gefolgt		verb	B1
folglich	folglich		adv	B2+
Folie	die Folie, -n		die	A2
Fond	der Fond, -s		der	B2+
fordern, fordert, forderte, hat gefordert	fordern, fordert, forderte, hat gefordert		verb	B1
fördern, fördert, förderte, hat gefördert	fördern, fördert, förderte, hat gefördert		verb	B1
Forderung	die Forderung, -en		die	B1
Förderung	die Förderung, -en		die	B1
Form	die Form, -en		die	B1
formal	formal		adj	B2+
Format	das Format, -e		das	B2+
Formel	die Formel, -n		die	B1
formen, formt, formte, hat geformt	formen, formt, formte, hat geformt		verb	B2+
formulieren, formuliert, formulierte, hat formuliert	formulieren, formuliert, formulierte, hat formuliert		verb	B1
Formulierung	die Formulierung, -en		die	B2+
forschen, forscht, forschte, hat geforscht	forschen, forscht, forschte, hat geforscht		verb	B2+
Forscher	der Forscher, -		der	B1
Forschung	die Forschung, -en		die	B1
fortfahren, fährt fort, fuhr fort, ist fortgefahren	fortfahren, fährt fort, fuhr fort, ist fortgefahren		verb	B2+
Fortschritt	der Fortschritt, -e		der	B1
fortsetzen, setzt fort, setzte fort, hat fortgesetzt	fortsetzen, setzt fort, setzte fort, hat fortgesetzt		verb	B1
Fortsetzung	die Fortsetzung, -en		die	B1
Forum	das Forum, -en		das	B1
Foto	das Foto, -s		das	A1
Fotograf	der Fotograf, -en		der	B1
Fotografie	die Fotografie, -n		die	B1
fotografieren, fotografiert, fotografierte, hat fotografiert	fotografieren, fotografiert, fotografierte, hat fotografiert		verb	A2
FPÖ	FPÖ (Freiheitliche Partei Österreichs)		die	B2+
Frage	die Frage, -n		die	A1
fragen, fragt, fragte, hat gefragt	fragen, fragt, fragte, hat gefragt		verb	A1
Fragestellung	die Fragestellung, -en		die	B2+
fraglich	fraglich		adj	B2+
Fraktion	die Fraktion, -en		die	B1
Franken, Fr.	Franken, Fr.		der	B1
Frankfurter	Frankfurter		adj	B1
Frankreich	Frankreich		das	A2
Franzose	der Franzose, -n		der	B1
französisch	französisch		adj, das	A2
Frau	die Frau, -en		die	A1
Fräulein	das Fräulein, -		das	B2+
frei	frei		adj	A1
Freiheit	die Freiheit, -en		die	B1
freilich	freilich		adv	B1
freisetzen, setzt frei, setzte frei, hat freigesetzt	freisetzen, setzt frei, setzte frei, hat freigesetzt		verb	B2+
Freitag	der Freitag, -e		der	A2
freiwillig	freiwillig		adj	A2
Freizeit	die Freizeit, -en		die	A1
fremd	fremd		adj	A1
Fremde	die Fremde		der	B2+
Fremdsprache	die Fremdsprache, -n		die	B1
Frequenz	die Frequenz, -en		die	B2+
fressen, frisst, fraß, hat gefressen	fressen, frisst, fraß, hat gefressen		verb	B1
Freude	die Freude, -n		die	B1
freuen, freut, freute, hat gefreut	freuen, freut, freute, hat gefreut		verb	A2
Freund	der Freund, -e		der	A1
freundlich	freundlich		adj	A2
Freundschaft	die Freundschaft, -en		die	B1
Frieden	der Frieden, -		der	B1
Friedhof	der Friedhof, -̈e		der	B2+
friedlich	friedlich		adj	B1
frisch	frisch		adj	A2
Frist	die Frist, -en		die	B1
froh	froh		adj	A2
fröhlich	fröhlich		adj	B1
Front	die Front, -en		die	B2+
Frosch	der Frosch, -̈e		der	B2+
Frucht	die Frucht, -̈e		die	B1
früh	früh		adj	A2
früher	früher		adv	A1
Frühjahr	das Frühjahr, -e		das	B2+
Frühling	der Frühling, -e		der	B2+
Frühstück	das Frühstück, -e		das	A1
frühzeitig	frühzeitig		adj	B2+
fügen, fügt, fügte, hat gefügt	fügen (sich), fügt, fügte, hat gefügt		verb	B2+
fühlen, fühlt, fühlte, hat gefühlt	fühlen, fühlt, fühlte, hat gefühlt		verb	A2
führen, führt, führte, hat geführt	führen, führt, führte, hat geführt		verb	B1
führend	führend		adj	B2+
Führer	der Führer, -		der	B2+
Führung	die Führung, -en		die	A1
füllen, füllt, füllte, hat gefüllt	füllen, füllt, füllte, hat gefüllt		verb	B1
Fund	der Fund, -e		der	B2+
fundamental	fundamental		adj	B2+
fünf	fünf		num	A1
fünfzehn	fünfzehn		num	B2+
fünfzig	fünfzig		num	B1
Funke	der Funke, -n		der	B2+
Funktion	die Funktion, -en		die	A2
funktional	funktional		adj	B2+
funktionell	funktionell		adj	B2+
funktionieren, funktioniert, funktionierte, hat funktioniert	funktionieren, funktioniert, funktionierte, hat funktioniert		verb	B1
für	für		prep	A1
Furcht	die Furcht		die	B2+
furchtbar	furchtbar		adj	A2
fürchten, fürchtet, fürchtete, hat gefürchtet	fürchten, fürchtet, fürchtete, hat gefürchtet		verb	B1
fürchterlich	fürchterlich		adj	B2+
Fürst	der Fürst, -en		der	B2+
Fusion	die Fusion, -en		die	B2+
Fuß	der Fuß, -̈e		der	A1
Fußball	der Fußball, -̈e		der	A1
füttern, füttert, fütterte, hat gefüttert	füttern, füttert, fütterte, hat gefüttert		verb	B1
Galerie	die Galerie, -n		die	B1
Gang	der Gang, -̈e		der	B1
gängig	gängig		adj	B2+
ganz	ganz		adj, part	A2
gänzlich	gänzlich		adj	B2+
gar	gar		adv	A1
garantieren, garantiert, garantierte, hat garantiert	garantieren, garantiert, garantierte, hat garantiert		verb	B1
Garten	der Garten, -̈		der	A1
Gas	das Gas, -e		das	B1
Gasse	die Gasse, -n		die	B2+
Gast	der Gast, -̈e		der	A1
Gastgeber	der Gastgeber, -		der	B2+
Gebäude	das Gebäude, -		das	B1
geben, gibt, gab, hat gegeben	geben, gibt, gab, hat gegeben		verb	A1
Gebiet	das Gebiet, -e		das	B1
geboren	geboren		adj	A1
Gebrauch	der Gebrauch, -̈e		der	B1
Geburt	die Geburt, -en		die	B1
Geburtstag	der Geburtstag, -e		der	A1
Gedächtnis	das Gedächtnis, -se		das	B2+
Gedanke	der Gedanke, -n		der	B1
Gedicht	das Gedicht, -e		das	B1
Geduld	die Geduld		die	B1
Gefahr	die Gefahr, -en		die	B1
gefährden, gefährdet, gefährdete, hat gefährdet	gefährden, gefährdet, gefährdete, hat gefährdet		verb	B1
gefährlich	gefährlich		adj	A2
gefallen, gefällt, gefiel, hat gefallen	gefallen, gefällt, gefiel, hat gefallen		verb	A1
gefangen	gefangen		adj	B2+
Gefängnis	das Gefängnis, -se		das	B1
Gefäß	das Gefäß, -e		das	B1
Gefühl	das Gefühl, -e		das	B1
gegebenenfalls	gegebenenfalls		adv	B2+
gegen	gegen		prep	A1
Gegend	die Gegend, -en		die	B1
Gegensatz	der Gegensatz, -̈e		der	B1
gegenseitig	gegenseitig		adj	B1
Gegenstand	der Gegenstand, -̈e		der	B1
Gegenteil	das Gegenteil, -e		das	A2
gegenüber	gegenüber		prep	A2
gegenüberstehen, steht gegenüber, stand gegenüber, hat gegenübergestanden	gegenüberstehen, steht gegenüber, stand gegenüber, hat gegenübergestanden		verb	B2+
Gegenwart	die Gegenwart		die	B1
gegenwärtig	gegenwärtig		adj	B1
Gegner	der Gegner, -		der	B1
Gehalt	der Gehalt, -e		das, der	A2
geheim	geheim		adj	B1
Geheimdienst	der Geheimdienst, -e		der	B2+
Geheimnis	das Geheimnis, -se		das	B1
gehen, geht, ging, ist gegangen	gehen, geht, ging, ist gegangen		verb	A1
Gehirn	das Gehirn, -e		das	B1
gehören, gehört, gehörte, hat gehört	gehören, gehört, gehörte, hat gehört		verb	A1
gehörlos	gehörlos		adj	B2+
Geist	der Geist, -er		der	B1
geistig	geistig		adj	B1
Gelände	das Gelände, -		das	B2+
gelangen, gelangt, gelangte, ist gelangt	gelangen, gelangt, gelangte, ist gelangt		verb	B1
gelassen	gelassen		adj	B2+
gelb	gelb		adj	B1
Geld	das Geld, -er		das	A1
Geldmenge	die Geldmenge, -n		die	B2+
Geldpolitik	die Geldpolitik, -en		die	B2+
Gelegenheit	die Gelegenheit, -en		die	B1
gelegentlich	gelegentlich		adj	B2+
Gelenk	das Gelenk, -e		das	B2+
Geliebte	die Geliebte		der, die	B2+
gelingen, gelingt, gelang, ist gelungen	gelingen, gelingt, gelang, ist gelungen		verb	B1
gelten, gilt, galt, hat gegolten	gelten, gilt, galt, hat gegolten		verb	B1
Gemälde	das Gemälde, -		das	B2+
gemäß	gemäß		prep	B1
Gemeinde	die Gemeinde, -n		die	B1
gemeinsam	gemeinsam		adj	B1
Gemeinsamkeit	die Gemeinsamkeit, -en		die	B2+
Gemeinschaft	die Gemeinschaft, -en		die	B1
Gemisch	das Gemisch, -e		das	B2+
Gemüse	das Gemüse, -		das	A1
gemütlich	gemütlich		adj	B1
Gen	das Gen, -e		das	B1
genau	genau		adj	A2
genauso	genauso		adv	B1
Genehmigung	die Genehmigung, -en		die	B2+
General	der General, -e		der	B2+
Generation	die Generation, -en		die	B1
generell	generell		adj	B1
genetisch	genetisch		adj	B1
genießen, genießt, genoss, hat genossen	genießen, genießt, genoss, hat genossen		verb	B1
Genosse	der Genosse, -n		der	B2+
genug	genug		adv	A2
genügen, genügt, genügte, hat genügt	genügen, genügt, genügte, hat genügt		verb	B1
Geographie	die Geographie, -n		die	B2+
geographisch	geographisch		adj	B2+
geometrisch	geometrisch		adj	B2+
Gepäck	das Gepäck, -e		das	A1
gerade	gerade		adj, adv	A1
geradezu	geradezu		adv	B1
Gerät	das Gerät, -e		das	A2
geraten, gerät, geriet, ist geraten	geraten, gerät, geriet, ist geraten		verb	A2
Geräusch	das Geräusch, -e		das	B1
gerecht	gerecht		adj	B1
Gerechtigkeit	die Gerechtigkeit, -en		die	B2+
Gericht	das Gericht, -e		das	A2
gering	gering		adj	B1
gern, gerne	gern, gerne		adv	A1
Geruch	der Geruch, -̈e		der	B1
Gerücht	das Gerücht, -e		das	B2+
gesamt	gesamt		adj	B1
Gesang	der Gesang, -̈e		der	B2+
Geschäft	das Geschäft, -e		das	A1
Geschäftsführer	der Geschäftsführer, -		der	B2+
Geschäftsjahr	das Geschäftsjahr, -e		das	B2+
geschehen, geschieht, geschah, ist geschehen	geschehen, geschieht, geschah, ist geschehen		verb	B1
Geschenk	das Geschenk, -e		das	A1
Geschichte	die Geschichte, -n		die	A2
geschickt	geschickt		adj	B2+
Geschlecht	das Geschlecht, -er		das	B1
Geschmack	der Geschmack, -̈e		der	B1
Geschwindigkeit	die Geschwindigkeit, -en		die	B1
Geschwister	Geschwister		die (pl)	A1
Gesellschaft	die Gesellschaft, -en		die	B1
Gesellschafter	der Gesellschafter, -		der	B1
gesellschaftlich	gesellschaftlich		adj	B1
Gesetz	das Gesetz, -e		das	B1
Gesetzentwurf	der Gesetzentwurf, -̈e		der	B2+
Gesetzgeber	der Gesetzgeber, -		der	B2+
gesetzlich	gesetzlich		adj	B1
Gesicht	das Gesicht, -er		das	A2
Gesichtspunkt	der Gesichtspunkt, -e		der	B2+
gespannt	gespannt		adj	B1
Gespräch	das Gespräch, -e		das	A1
Gestalt	die Gestalt, -en		die	B1
gestalten, gestaltet, gestaltete, hat gestaltet	gestalten, gestaltet, gestaltete, hat gestaltet		verb	B1
Gestaltung	die Gestaltung, -en		die	B2+
Geste	die Geste, -n		die	B2+
gestehen, gesteht, gestand, hat gestanden	gestehen, gesteht, gestand, hat gestanden		verb	B2+
gestern	gestern		adv	A1
gesund	gesund		adj	A2
Gesundheit	die Gesundheit		die	A2
gesundheitlich	gesundheitlich		adj	B2+
Getränk	das Getränk, -e		das	A1
Getreide	das Getreide, -		das	B2+
gewähren, gewährt, gewährte, hat gewährt	gewähren, gewährt, gewährte, hat gewährt		verb	B2+
gewährleisten, gewährleistet, gewährleistete, hat gewährleistet	gewährleisten, gewährleistet, gewährleistete, hat gewährleistet		verb	B2+
Gewalt	die Gewalt, -en		die	B1
gewaltig	gewaltig		adj	B1
Gewebe	das Gewebe, -		das	B2+
Gewehr	das Gewehr, -e		das	B2+
Gewerkschaft	die Gewerkschaft, -en		die	B1
Gewicht	das Gewicht, -e		das	A1
Gewinn	der Gewinn, -e		der	B1
gewinnen, gewinnt, gewann, hat gewonnen	gewinnen, gewinnt, gewann, hat gewonnen		verb	A1
gewiss	gewiss		adj	A2
Gewissen	das Gewissen, -		das	B1
gewissermaßen	gewissermaßen		adv	B2+
gewöhnen, gewöhnt, gewöhnte, hat gewöhnt	gewöhnen, gewöhnt, gewöhnte, hat gewöhnt		verb	B1
gewöhnlich	gewöhnlich		adj	B1
gezielt	gezielt		adj	B1
gießen, gießt, goss, hat gegossen	gießen, gießt, goss, hat gegossen		verb	B1
Gift	das Gift, -e		das	B1
giftig	giftig		adj	B1
gigantisch	gigantisch		adj	B2+
Gipfel	der Gipfel, -		der	B1
glänzen, glänzt, glänzte, hat geglänzt	glänzen, glänzt, glänzte, hat geglänzt		verb	B2+
glänzend	glänzend		adj	B2+
Glas	das Glas, -̈er		das	A1
glatt	glatt		adj	B1
glauben, glaubt, glaubte, hat geglaubt	glauben, glaubt, glaubte, hat geglaubt		verb	A1
gläubig	gläubig		adj	B2+
Gläubiger	der Gläubiger, -		der	B2+
gleich	gleich		adj	A1
gleichen, gleicht, glich, hat geglichen	gleichen, gleicht, glich, hat geglichen		verb	B2+
gleichermaßen	gleichermaßen		adv	B2+
Gleichgewicht	das Gleichgewicht, -e		das	B1
gleichmäßig	gleichmäßig		adj	B2+
Gleichung	die Gleichung, -en		die	B1
gleichwohl	gleichwohl		adv	B2+
gleichzeitig	gleichzeitig		adj	B1
gleiten, gleitet, glitt, ist geglitten	gleiten, gleitet, glitt, ist geglitten		verb	B2+
Glied	das Glied, -er		das	B2+
Gliederung	die Gliederung, -en		die	B2+
global	global		adj	B1
Globalisierung	die Globalisierung, -en		die	B2+
Glocke	die Glocke, -n		die	B2+
Glück	das Glück		das	A1
glücklich	glücklich		adj	A1
glühen, glüht, glühte, hat geglüht	glühen, glüht, glühte, hat geglüht		verb	B2+
GmbH	die GmbH, -s		die	B1
Gold	das Gold		das	B1
golden	golden		adj	B1
Gott	der Gott, -̈er		der	B1
Grab	das Grab, -̈er		das	B2+
Grad	der Grad, -e		der, das	A1
Graf	der Graf, -en		der	B1
Grafik	die Grafik, -en		die	B1
Gramm	das Gramm, -e		das	B2+
Gras	das Gras, -̈er		das	B1
grau	grau		adj	B1
greifen, greift, griff, hat gegriffen	greifen, greift, griff, hat gegriffen		verb	B1
Gremium	das Gremium, -en		das	B2+
Grenze	die Grenze, -n		die	B1
Grenzwert	der Grenzwert, -e		der	B2+
Grieche	der Grieche, -n		der	B2+
Griechenland	Griechenland		das	B1
griechisch	griechisch		adj, das	B1
Griff	der Griff, -e		der	B2+
grinsen, grinst, grinste, hat gegrinst	grinsen, grinst, grinste, hat gegrinst		verb	B1
grob	grob		adj	B2+
groß	groß		adj	A1
großartig	großartig		adj	B1
Großbritannien	Großbritannien		das	B1
Größe	die Größe, -n		die	A1
Größenordnung	die Größenordnung, -en		die	B2+
Großmutter	die Großmutter, -̈		die	A1
Großstadt	die Großstadt, -̈e		die	B2+
Großteil	der Großteil, -e		der	B2+
Großvater	der Großvater, -̈		der	A1
großzügig	großzügig		adj	B2+
grün	grün		adj	A2
Grund	der Grund, -̈e		der	B1
Grundeinkommen	das Grundeinkommen		das	B2+
gründen, gründet, gründete, hat gegründet	gründen, gründet, gründete, hat gegründet		verb	B1
Gründer	der Gründer, -		der	B2+
Grundgesetz	das Grundgesetz, -e		das	B2+
Grundlage	die Grundlage, -n		die	A2
grundlegend	grundlegend		adj	B1
gründlich	gründlich		adj	B1
Grundrecht	das Grundrecht, -e		das	B2+
Grundsatz	der Grundsatz, -̈e		der	B2+
grundsätzlich	grundsätzlich		adj	A2
Grundstück	das Grundstück, -e		das	B1
Gründung	die Gründung, -en		die	B2+
Grüne	das Grüne		die	B1
Gruppe	die Gruppe, -n		die	A1
Gruß	der Gruß, -̈e		der	A1
grüßen, grüßt, grüßte, hat gegrüßt	grüßen, grüßt, grüßte, hat gegrüßt		verb	B1
gucken, guckt, guckte, hat geguckt	gucken, guckt, guckte, hat geguckt (kucken)		verb	B1
gültig	gültig		adj	A1
günstig	günstig		adj	A1
Gut	das Gut, -̈er		das	A1
gut	gut		adj	A1
Gutachten	das Gutachten, -		das	B2+
Gymnasium	das Gymnasium, -en		das	B2+
ha	ha		interj	B2+
Haar	das Haar, -e		das	A1
haben, hat, hatte, hat gehabt	haben, hat, hatte, hat gehabt		verb, aux	A1
Hafen	der Hafen, -̈		der	B1
Haft	die Haft		die	B2+
haften, haftet, haftete, hat gehaftet	haften, haftet, haftete, hat gehaftet		verb	B2+
Haftung	die Haftung, -en		die	B2+
halb	halb		adj	B1
Halbfinale	das Halbfinale, -		das	B2+
halbwegs	halbwegs		adv	B2+
Halbzeit	die Halbzeit, -en		die	B2+
Hälfte	die Hälfte, -n		die	A2
Halle	die Halle, -n		die	A1
hallo	hallo		part	A1
Hals	der Hals, -̈e		der	A2
Halt	der Halt, -e		der	B2+
halt	halt		part	A2
halten, hält, hielt, hat gehalten	halten, hält, hielt, hat gehalten		verb	A1
Haltung	die Haltung, -en		die	B1
Hamburger	der Hamburger, -		adj, der	A2
Hand	die Hand, -̈e		die	A1
Handel	der Handel, -̈		der	B1
handeln, handelt, handelte, hat gehandelt	handeln, handelt, handelte, hat gehandelt		verb	A1
Händler	der Händler, -		der	B1
Handlung	die Handlung, -en		die	B1
Handschrift	die Handschrift, -en		die	B2+
Handwerk	das Handwerk, -e		das	B2+
Handy	das Handy, -s		das	A1
Hang	der Hang, -̈e		der	B2+
hängen, hängt, hängte, hat gehängt	hängen, hängt, hängte, hat gehängt		verb	A2
harmlos	harmlos		adj	B2+
harmonisch	harmonisch		adj	B2+
hart	hart		adj	A2
Hase	der Hase, -n		der	B2+
Hass	der Hass		der	B2+
hassen, hasst, hasste, hat gehasst	hassen, hasst, hasste, hat gehasst		verb	B1
hässlich	hässlich		adj	A2
Hast	die Hast		die	B2+
hauen, haut, haute, hat gehauen	hauen, haut, haute, hat gehauen		verb	B2+
Haufen	der Haufen, -		der	B2+
häufig	häufig		adj	B1
Häufigkeit	die Häufigkeit, -en		die	B1
Hauptsache	die Hauptsache, -n		die	B2+
hauptsächlich	hauptsächlich		adj	B1
Hauptstadt	die Hauptstadt, -̈e		die	A2
Haus	das Haus, -̈er		das	A1
Haushalt	der Haushalt, -e		der	A2
Haustür	die Haustür, -en		die	B2+
Haut	die Haut, -̈e		die	B1
heben, hebt, hob, hat gehoben	heben, hebt, hob, hat gehoben		verb	B1
Heft	das Heft, -e		das	A2
heftig	heftig		adj	B1
heilen, heilt, heilte, hat geheilt	heilen, heilt, heilte, hat geheilt		verb	B2+
heilig	heilig		adj	B1
Heim	das Heim, -e		das	B1
Heimat	die Heimat, -en		die	A1
heimisch	heimisch		adj	B2+
heimlich	heimlich		adj	B1
heiraten, heiratet, heiratete, hat geheiratet	heiraten, heiratet, heiratete, hat geheiratet		verb	A1
heiß	heiß		adj	A2
heißen, heißt, hieß, hat geheißen	heißen, heißt, hieß, hat geheißen		verb	A1
Held	der Held, -en		der	B1
helfen, hilft, half, hat geholfen	helfen, hilft, half, hat geholfen		verb	A1
Helfer	der Helfer, -		der	B2+
hell	hell		adj	A1
Hemd	das Hemd, -en		das	A2
hemmen, hemmt, hemmte, hat gehemmt	hemmen, hemmt, hemmte, hat gehemmt		verb	B2+
Hemmung	die Hemmung, -en		die	B2+
her	her		adv	A2
heranziehen, zieht heran, zog heran, hat herangezogen	heranziehen, zieht heran, zog heran, hat herangezogen		verb	B2+
heraus	heraus		adv	A2
herausfinden, findet heraus, fand heraus, hat herausgefunden	herausfinden, findet heraus, fand heraus, hat herausgefunden		verb	B1
Herausforderung	die Herausforderung, -en		die	B1
Herausgeber	der Herausgeber, -		der	B2+
herauskommen, kommt heraus, kam heraus, ist herausgekommen	herauskommen, kommt heraus, kam heraus, ist herausgekommen (rauskommen)		verb	B1
herausragen, ragt heraus, ragte heraus, hat herausgeragt	herausragen, ragt heraus, ragte heraus, hat herausgeragt		verb	B2+
herausstellen, stellt heraus, stellte heraus, hat herausgestellt	herausstellen (sich), stellt heraus, stellte heraus, hat herausgestellt		verb	B2+
Herbst	der Herbst, -e		der	B1
hereinkommen, kommt herein, kam herein, ist hereingekommen	hereinkommen, kommt herein, kam herein, ist hereingekommen (reinkommen)		verb	B2+
herkommen, kommt her, kam her, ist hergekommen	herkommen, kommt her, kam her, ist hergekommen		verb	B1
Herkunft	die Herkunft, -̈e		die	B1
Herr	der Herr, -en		der	A1
herrlich	herrlich		adj	B2+
Herrschaft	die Herrschaft, -en		die	B2+
herrschen, herrscht, herrschte, hat geherrscht	herrschen, herrscht, herrschte, hat geherrscht		verb	B1
